,figi,interval,o,c,h,l,v,time
807,BBG0056JW5G6,15min,105.36,105.89,105.91,105.06,28509,2021-07-01T15:15:00+00:00
808,BBG0056JW5G6,15min,105.84,106.05,106.37,105.84,10858,2021-07-01T15:30:00+00:00
809,BBG0056JW5G6,15min,106.04,106.23,106.41,105.85,12410,2021-07-01T15:45:00+00:00
810,BBG0056JW5G6,15min,106.23,106.24,106.31,105.68,6219,2021-07-01T16:00:00+00:00
811,BBG0056JW5G6,15min,106.23,105.65,106.23,105.61,7989,2021-07-01T16:15:00+00:00
812,BBG0056JW5G6,15min,105.63,105.34,105.87,105.34,9447,2021-07-01T16:30:00+00:00
813,BBG0056JW5G6,15min,105.3,105.07,105.38,105.04,11022,2021-07-01T16:45:00+00:00
814,BBG0056JW5G6,15min,105.11,105.14,105.36,105.03,8291,2021-07-01T17:00:00+00:00
815,BBG0056JW5G6,15min,105.1,105.52,105.56,105.08,6263,2021-07-01T17:15:00+00:00
816,BBG0056JW5G6,15min,105.53,105.79,105.96,105.51,6205,2021-07-01T17:30:00+00:00
817,BBG0056JW5G6,15min,105.76,105.59,105.91,105.47,7790,2021-07-01T17:45:00+00:00
818,BBG0056JW5G6,15min,105.55,105.64,105.75,105.53,8953,2021-07-01T18:00:00+00:00
819,BBG0056JW5G6,15min,105.65,105.46,105.7,105.44,7355,2021-07-01T18:15:00+00:00
820,BBG0056JW5G6,15min,105.46,105.54,105.62,105.22,11643,2021-07-01T18:30:00+00:00
821,BBG0056JW5G6,15min,105.56,105.7,105.96,105.55,9064,2021-07-01T18:45:00+00:00
822,BBG0056JW5G6,15min,105.68,106.32,106.43,105.68,8578,2021-07-01T19:00:00+00:00
823,BBG0056JW5G6,15min,106.35,106.24,106.46,106.2,8478,2021-07-01T19:15:00+00:00
824,BBG0056JW5G6,15min,106.28,106.2,106.41,106.01,11155,2021-07-01T19:30:00+00:00
825,BBG0056JW5G6,15min,106.19,105.77,106.34,105.77,40020,2021-07-01T19:45:00+00:00
826,BBG0056JW5G6,15min,105.84,105.81,106.03,105.8,312,2021-07-01T20:00:00+00:00
827,BBG0056JW5G6,15min,106.09,105.84,106.09,105.84,51,2021-07-01T20:15:00+00:00
828,BBG0056JW5G6,15min,105.84,106.09,106.09,105.84,74,2021-07-01T20:30:00+00:00
829,BBG0056JW5G6,15min,105.87,105.87,105.87,105.8,46,2021-07-01T20:45:00+00:00
830,BBG0056JW5G6,15min,105.97,105.98,105.98,105.97,53,2021-07-01T21:00:00+00:00
831,BBG0056JW5G6,15min,105.99,105.98,105.99,105.98,6,2021-07-01T21:15:00+00:00
832,BBG0056JW5G6,15min,105.98,105.98,105.98,105.98,1,2021-07-01T21:30:00+00:00
833,BBG0056JW5G6,15min,105.99,105.87,105.99,105.87,37,2021-07-01T21:45:00+00:00
834,BBG0056JW5G6,15min,105.9,105.9,105.9,105.9,10,2021-07-01T22:00:00+00:00
835,BBG0056JW5G6,15min,105.84,105.87,105.87,105.8,17,2021-07-01T22:15:00+00:00
836,BBG0056JW5G6,15min,105.94,105.99,105.99,105.94,456,2021-07-01T22:30:00+00:00
837,BBG0056JW5G6,15min,107.0,107.0,107.0,107.0,1,2021-07-02T07:00:00+00:00
838,BBG0056JW5G6,15min,107.7,106.92,107.7,106.92,7,2021-07-02T07:15:00+00:00
839,BBG0056JW5G6,15min,106.9,107.45,107.45,106.43,3,2021-07-02T07:30:00+00:00
840,BBG0056JW5G6,15min,107.48,107.66,107.66,107.2,5,2021-07-02T07:45:00+00:00
841,BBG0056JW5G6,15min,107.68,107.68,107.68,107.68,1,2021-07-02T08:00:00+00:00
842,BBG0056JW5G6,15min,106.41,106.41,106.41,106.41,2,2021-07-02T08:15:00+00:00
843,BBG0056JW5G6,15min,106.41,107.69,107.69,106.41,3,2021-07-02T08:30:00+00:00
844,BBG0056JW5G6,15min,106.41,106.41,106.41,106.41,1,2021-07-02T08:45:00+00:00
845,BBG0056JW5G6,15min,107.73,107.73,107.73,107.73,1,2021-07-02T09:00:00+00:00
846,BBG0056JW5G6,15min,106.74,106.74,106.74,106.74,1,2021-07-02T09:30:00+00:00
847,BBG0056JW5G6,15min,107.72,107.72,107.72,107.72,1,2021-07-02T10:15:00+00:00
848,BBG0056JW5G6,15min,107.73,107.73,107.73,107.73,2,2021-07-02T10:30:00+00:00
849,BBG0056JW5G6,15min,107.74,107.73,107.74,107.73,5,2021-07-02T11:00:00+00:00
850,BBG0056JW5G6,15min,107.73,107.73,107.73,107.73,5,2021-07-02T11:15:00+00:00
851,BBG0056JW5G6,15min,108.0,106.74,108.0,106.65,50,2021-07-02T11:30:00+00:00
852,BBG0056JW5G6,15min,106.68,105.8,106.8,105.8,1246,2021-07-02T11:45:00+00:00
853,BBG0056JW5G6,15min,106.19,105.8,106.48,105.8,471,2021-07-02T12:00:00+00:00
854,BBG0056JW5G6,15min,106.0,106.5,106.5,105.99,389,2021-07-02T12:15:00+00:00
855,BBG0056JW5G6,15min,106.5,106.51,106.78,106.25,528,2021-07-02T12:30:00+00:00
856,BBG0056JW5G6,15min,106.59,106.75,106.78,106.59,239,2021-07-02T12:45:00+00:00
857,BBG0056JW5G6,15min,106.73,106.7,106.76,106.65,398,2021-07-02T13:00:00+00:00
858,BBG0056JW5G6,15min,106.7,106.3,106.76,105.85,1668,2021-07-02T13:15:00+00:00
859,BBG0056JW5G6,15min,105.93,107.24,107.89,105.9,12078,2021-07-02T13:30:00+00:00
860,BBG0056JW5G6,15min,107.25,106.39,107.41,106.34,8132,2021-07-02T13:45:00+00:00
861,BBG0056JW5G6,15min,106.25,106.24,106.39,105.98,14488,2021-07-02T14:00:00+00:00
862,BBG0056JW5G6,15min,106.27,106.76,107.14,106.25,5730,2021-07-02T14:15:00+00:00
863,BBG0056JW5G6,15min,106.59,105.78,106.7,105.5,13394,2021-07-02T14:30:00+00:00
864,BBG0056JW5G6,15min,105.78,105.65,106.21,105.61,8650,2021-07-02T14:45:00+00:00
865,BBG0056JW5G6,15min,105.6,106.0,106.29,105.57,6236,2021-07-02T15:00:00+00:00
866,BBG0056JW5G6,15min,105.94,105.89,106.18,105.87,3682,2021-07-02T15:15:00+00:00
867,BBG0056JW5G6,15min,105.9,106.59,106.59,105.8,4588,2021-07-02T15:30:00+00:00
868,BBG0056JW5G6,15min,106.6,106.47,106.67,106.44,3663,2021-07-02T15:45:00+00:00
869,BBG0056JW5G6,15min,106.5,106.32,106.5,106.11,5308,2021-07-02T16:00:00+00:00
870,BBG0056JW5G6,15min,106.32,106.06,106.34,106.06,3161,2021-07-02T16:15:00+00:00
871,BBG0056JW5G6,15min,106.09,105.85,106.23,105.77,6248,2021-07-02T16:30:00+00:00
872,BBG0056JW5G6,15min,105.86,105.56,105.96,105.5,7128,2021-07-02T16:45:00+00:00
873,BBG0056JW5G6,15min,105.58,105.72,105.81,105.54,4153,2021-07-02T17:00:00+00:00
874,BBG0056JW5G6,15min,105.74,105.95,106.0,105.7,3269,2021-07-02T17:15:00+00:00
875,BBG0056JW5G6,15min,105.97,106.07,106.08,105.92,2731,2021-07-02T17:30:00+00:00
876,BBG0056JW5G6,15min,106.07,105.67,106.15,105.67,5159,2021-07-02T17:45:00+00:00
877,BBG0056JW5G6,15min,105.71,105.76,105.82,105.5,3387,2021-07-02T18:00:00+00:00
878,BBG0056JW5G6,15min,105.76,106.1,106.1,105.75,2248,2021-07-02T18:15:00+00:00
879,BBG0056JW5G6,15min,106.11,105.89,106.13,105.78,5123,2021-07-02T18:30:00+00:00
880,BBG0056JW5G6,15min,105.87,106.12,106.18,105.87,3046,2021-07-02T18:45:00+00:00
881,BBG0056JW5G6,15min,106.1,106.06,106.1,105.92,4575,2021-07-02T19:00:00+00:00
882,BBG0056JW5G6,15min,106.03,106.08,106.17,106.0,4412,2021-07-02T19:15:00+00:00
883,BBG0056JW5G6,15min,106.13,106.04,106.24,105.96,6443,2021-07-02T19:30:00+00:00
884,BBG0056JW5G6,15min,106.04,106.1,106.25,105.89,16656,2021-07-02T19:45:00+00:00
885,BBG0056JW5G6,15min,106.09,106.21,106.35,105.95,860,2021-07-02T20:00:00+00:00
886,BBG0056JW5G6,15min,106.1,106.1,106.1,105.76,27,2021-07-02T20:15:00+00:00
887,BBG0056JW5G6,15min,106.1,105.99,106.1,105.75,102,2021-07-02T20:30:00+00:00
888,BBG0056JW5G6,15min,105.76,105.98,106.0,105.76,64,2021-07-02T20:45:00+00:00
889,BBG0056JW5G6,15min,106.0,105.88,106.0,105.88,26,2021-07-02T21:00:00+00:00
890,BBG0056JW5G6,15min,105.89,105.9,105.9,105.89,147,2021-07-02T21:15:00+00:00
891,BBG0056JW5G6,15min,106.0,106.0,106.0,106.0,42,2021-07-02T21:30:00+00:00
892,BBG0056JW5G6,15min,106.0,105.9,106.0,105.9,161,2021-07-02T21:45:00+00:00
893,BBG0056JW5G6,15min,106.09,106.09,106.09,106.09,3,2021-07-02T22:30:00+00:00
894,BBG0056JW5G6,15min,107.46,106.1,107.87,106.1,13,2021-07-06T07:00:00+00:00
895,BBG0056JW5G6,15min,106.15,107.54,107.66,106.1,5,2021-07-06T07:15:00+00:00
896,BBG0056JW5G6,15min,107.68,107.71,107.71,106.28,15,2021-07-06T07:30:00+00:00
897,BBG0056JW5G6,15min,107.71,107.71,107.71,107.71,4,2021-07-06T07:45:00+00:00
898,BBG0056JW5G6,15min,107.84,108.48,110.98,107.0,110,2021-07-06T08:00:00+00:00
899,BBG0056JW5G6,15min,108.48,108.92,108.92,108.48,45,2021-07-06T08:15:00+00:00
900,BBG0056JW5G6,15min,108.9,108.92,108.92,108.9,25,2021-07-06T08:30:00+00:00
901,BBG0056JW5G6,15min,108.92,108.92,108.92,108.92,17,2021-07-06T08:45:00+00:00
902,BBG0056JW5G6,15min,108.92,108.92,108.92,108.9,21,2021-07-06T09:00:00+00:00
903,BBG0056JW5G6,15min,108.92,108.92,108.92,108.9,30,2021-07-06T09:15:00+00:00
904,BBG0056JW5G6,15min,108.9,108.92,108.92,108.9,63,2021-07-06T09:30:00+00:00
905,BBG0056JW5G6,15min,108.92,108.84,108.92,108.5,14,2021-07-06T09:45:00+00:00
906,BBG0056JW5G6,15min,108.84,108.74,108.84,108.74,14,2021-07-06T10:00:00+00:00
907,BBG0056JW5G6,15min,108.74,108.74,108.74,108.74,5,2021-07-06T10:15:00+00:00
908,BBG0056JW5G6,15min,108.74,109.35,109.35,108.74,15,2021-07-06T10:30:00+00:00
909,BBG0056JW5G6,15min,108.71,108.1,108.71,108.1,9,2021-07-06T10:45:00+00:00
910,BBG0056JW5G6,15min,108.69,108.69,108.69,108.69,10,2021-07-06T11:00:00+00:00
911,BBG0056JW5G6,15min,108.69,108.6,108.69,108.1,52,2021-07-06T11:15:00+00:00
912,BBG0056JW5G6,15min,106.45,106.42,108.1,106.41,116,2021-07-06T11:30:00+00:00
913,BBG0056JW5G6,15min,106.42,106.38,106.42,106.31,70,2021-07-06T11:45:00+00:00
914,BBG0056JW5G6,15min,106.33,106.21,106.38,106.21,198,2021-07-06T12:00:00+00:00
915,BBG0056JW5G6,15min,106.21,106.31,106.35,106.2,205,2021-07-06T12:15:00+00:00
916,BBG0056JW5G6,15min,106.35,106.35,106.35,106.21,84,2021-07-06T12:30:00+00:00
917,BBG0056JW5G6,15min,106.38,106.37,106.41,106.21,433,2021-07-06T12:45:00+00:00
918,BBG0056JW5G6,15min,106.3,106.19,106.37,106.14,685,2021-07-06T13:00:00+00:00
919,BBG0056JW5G6,15min,106.12,106.2,106.2,106.09,3610,2021-07-06T13:15:00+00:00
920,BBG0056JW5G6,15min,106.23,104.94,107.0,104.69,11364,2021-07-06T13:30:00+00:00
921,BBG0056JW5G6,15min,104.85,105.0,105.5,104.55,17720,2021-07-06T13:45:00+00:00
922,BBG0056JW5G6,15min,104.89,107.58,107.58,104.88,14687,2021-07-06T14:00:00+00:00
923,BBG0056JW5G6,15min,107.58,107.52,107.85,107.2,9129,2021-07-06T14:15:00+00:00
924,BBG0056JW5G6,15min,107.56,107.6,107.79,106.71,10819,2021-07-06T14:30:00+00:00
925,BBG0056JW5G6,15min,107.73,108.19,108.26,107.72,9116,2021-07-06T14:45:00+00:00
926,BBG0056JW5G6,15min,108.1,108.09,108.44,107.74,9290,2021-07-06T15:00:00+00:00
927,BBG0056JW5G6,15min,108.1,108.05,108.38,107.98,6408,2021-07-06T15:15:00+00:00
928,BBG0056JW5G6,15min,108.0,107.31,108.01,107.2,8274,2021-07-06T15:30:00+00:00
929,BBG0056JW5G6,15min,107.23,107.12,107.26,106.87,6303,2021-07-06T15:45:00+00:00
930,BBG0056JW5G6,15min,107.07,106.01,107.11,106.01,8583,2021-07-06T16:00:00+00:00
931,BBG0056JW5G6,15min,106.0,106.27,106.27,105.57,4285,2021-07-06T16:15:00+00:00
932,BBG0056JW5G6,15min,106.13,106.08,106.36,105.86,4672,2021-07-06T16:30:00+00:00
933,BBG0056JW5G6,15min,106.12,106.64,106.64,106.03,4015,2021-07-06T16:45:00+00:00
934,BBG0056JW5G6,15min,106.67,106.14,106.67,106.1,3111,2021-07-06T17:00:00+00:00
935,BBG0056JW5G6,15min,106.1,106.26,106.3,106.0,2673,2021-07-06T17:15:00+00:00
936,BBG0056JW5G6,15min,106.22,106.47,106.47,105.95,3057,2021-07-06T17:30:00+00:00
937,BBG0056JW5G6,15min,106.41,106.32,106.49,106.13,2301,2021-07-06T17:45:00+00:00
938,BBG0056JW5G6,15min,106.24,106.31,106.34,106.14,2874,2021-07-06T18:00:00+00:00
939,BBG0056JW5G6,15min,106.3,106.23,106.46,106.18,2138,2021-07-06T18:15:00+00:00
940,BBG0056JW5G6,15min,106.32,106.24,106.35,106.2,2108,2021-07-06T18:30:00+00:00
941,BBG0056JW5G6,15min,106.19,106.12,106.27,105.9,3966,2021-07-06T18:45:00+00:00
942,BBG0056JW5G6,15min,106.23,106.35,106.37,106.07,2787,2021-07-06T19:00:00+00:00
943,BBG0056JW5G6,15min,106.29,106.5,106.5,106.25,3852,2021-07-06T19:15:00+00:00
944,BBG0056JW5G6,15min,106.45,106.39,106.52,106.23,10282,2021-07-06T19:30:00+00:00
945,BBG0056JW5G6,15min,106.38,106.65,106.66,106.36,12667,2021-07-06T19:45:00+00:00
946,BBG0056JW5G6,15min,106.66,106.64,106.67,106.3,358,2021-07-06T20:00:00+00:00
947,BBG0056JW5G6,15min,106.64,106.54,106.64,106.54,21,2021-07-06T20:15:00+00:00
948,BBG0056JW5G6,15min,106.63,106.63,106.64,106.63,42,2021-07-06T20:30:00+00:00
949,BBG0056JW5G6,15min,106.64,106.61,106.64,106.61,9,2021-07-06T20:45:00+00:00
950,BBG0056JW5G6,15min,106.61,106.62,106.64,106.61,5,2021-07-06T21:00:00+00:00
951,BBG0056JW5G6,15min,106.62,106.64,106.64,106.62,153,2021-07-06T21:15:00+00:00
952,BBG0056JW5G6,15min,106.63,106.63,106.63,106.63,1,2021-07-06T21:45:00+00:00
953,BBG0056JW5G6,15min,106.64,106.64,106.64,106.64,37,2021-07-06T22:00:00+00:00
954,BBG0056JW5G6,15min,106.63,106.64,106.64,106.63,2,2021-07-06T22:15:00+00:00
955,BBG0056JW5G6,15min,106.64,106.64,106.64,106.64,10,2021-07-06T22:30:00+00:00
956,BBG0056JW5G6,15min,107.89,107.89,107.89,107.89,3,2021-07-07T07:00:00+00:00
957,BBG0056JW5G6,15min,107.0,107.0,107.85,104.7,18,2021-07-07T07:15:00+00:00
958,BBG0056JW5G6,15min,107.8,107.0,107.8,107.0,3,2021-07-07T07:30:00+00:00
959,BBG0056JW5G6,15min,106.01,106.0,106.01,106.0,3,2021-07-07T07:45:00+00:00
960,BBG0056JW5G6,15min,106.0,106.0,106.0,106.0,2,2021-07-07T08:00:00+00:00
961,BBG0056JW5G6,15min,107.63,107.57,107.63,107.57,12,2021-07-07T08:30:00+00:00
962,BBG0056JW5G6,15min,107.55,107.56,107.56,107.55,13,2021-07-07T08:45:00+00:00
963,BBG0056JW5G6,15min,107.56,107.56,107.56,107.56,2,2021-07-07T09:00:00+00:00
964,BBG0056JW5G6,15min,107.56,107.56,107.56,107.56,1,2021-07-07T09:15:00+00:00
965,BBG0056JW5G6,15min,108.0,108.99,108.99,108.0,5,2021-07-07T09:30:00+00:00
966,BBG0056JW5G6,15min,109.2,108.0,109.2,108.0,3,2021-07-07T10:00:00+00:00
967,BBG0056JW5G6,15min,108.0,108.0,108.0,108.0,2,2021-07-07T10:15:00+00:00
968,BBG0056JW5G6,15min,107.22,107.85,107.85,107.22,3,2021-07-07T10:45:00+00:00
969,BBG0056JW5G6,15min,107.2,107.06,107.85,107.02,63,2021-07-07T11:30:00+00:00
970,BBG0056JW5G6,15min,107.19,107.2,107.2,107.07,13,2021-07-07T11:45:00+00:00
971,BBG0056JW5G6,15min,107.25,107.4,107.4,107.03,156,2021-07-07T12:00:00+00:00
972,BBG0056JW5G6,15min,107.37,107.22,107.37,107.2,100,2021-07-07T12:15:00+00:00
973,BBG0056JW5G6,15min,107.27,107.2,107.27,107.2,123,2021-07-07T12:30:00+00:00
974,BBG0056JW5G6,15min,107.2,107.2,107.2,107.18,181,2021-07-07T12:45:00+00:00
975,BBG0056JW5G6,15min,107.27,107.39,107.4,107.27,106,2021-07-07T13:00:00+00:00
976,BBG0056JW5G6,15min,107.39,107.6,107.6,107.28,597,2021-07-07T13:15:00+00:00
977,BBG0056JW5G6,15min,107.66,107.13,108.25,106.96,13015,2021-07-07T13:30:00+00:00
978,BBG0056JW5G6,15min,107.08,107.14,107.42,106.6,4287,2021-07-07T13:45:00+00:00
979,BBG0056JW5G6,15min,107.06,106.51,107.06,105.6,17610,2021-07-07T14:00:00+00:00
980,BBG0056JW5G6,15min,106.53,104.96,106.96,104.77,10969,2021-07-07T14:15:00+00:00
981,BBG0056JW5G6,15min,104.84,103.44,105.28,103.23,18044,2021-07-07T14:30:00+00:00
982,BBG0056JW5G6,15min,103.4,104.39,104.68,103.4,17351,2021-07-07T14:45:00+00:00
983,BBG0056JW5G6,15min,104.39,104.5,104.79,104.14,13551,2021-07-07T15:00:00+00:00
984,BBG0056JW5G6,15min,104.47,103.94,104.57,103.7,16692,2021-07-07T15:15:00+00:00
985,BBG0056JW5G6,15min,103.9,104.71,104.81,103.57,12706,2021-07-07T15:30:00+00:00
986,BBG0056JW5G6,15min,104.73,105.04,105.15,104.71,7791,2021-07-07T15:45:00+00:00
987,BBG0056JW5G6,15min,105.07,105.05,105.12,104.9,4934,2021-07-07T16:00:00+00:00
988,BBG0056JW5G6,15min,105.07,105.04,105.14,104.76,5415,2021-07-07T16:15:00+00:00
989,BBG0056JW5G6,15min,104.97,105.15,105.44,104.89,4248,2021-07-07T16:30:00+00:00
990,BBG0056JW5G6,15min,105.16,104.87,105.24,104.8,5193,2021-07-07T16:45:00+00:00
991,BBG0056JW5G6,15min,104.79,104.85,104.9,104.47,6172,2021-07-07T17:00:00+00:00
992,BBG0056JW5G6,15min,104.89,105.08,105.08,104.82,4617,2021-07-07T17:15:00+00:00
993,BBG0056JW5G6,15min,105.05,104.59,105.05,104.5,8323,2021-07-07T17:30:00+00:00
994,BBG0056JW5G6,15min,104.6,104.6,104.72,104.42,8323,2021-07-07T17:45:00+00:00
995,BBG0056JW5G6,15min,104.64,104.72,105.2,104.64,7673,2021-07-07T18:00:00+00:00
996,BBG0056JW5G6,15min,104.74,104.82,104.96,104.38,8252,2021-07-07T18:15:00+00:00
997,BBG0056JW5G6,15min,104.82,104.31,104.86,104.24,5460,2021-07-07T18:30:00+00:00
998,BBG0056JW5G6,15min,104.29,104.47,104.6,104.2,7906,2021-07-07T18:45:00+00:00
999,BBG0056JW5G6,15min,104.5,104.87,104.87,104.43,4122,2021-07-07T19:00:00+00:00
1000,BBG0056JW5G6,15min,104.85,104.72,104.85,104.43,4583,2021-07-07T19:15:00+00:00
1001,BBG0056JW5G6,15min,104.82,104.8,104.93,104.7,7927,2021-07-07T19:30:00+00:00
1002,BBG0056JW5G6,15min,104.8,104.5,104.97,104.26,21396,2021-07-07T19:45:00+00:00
1003,BBG0056JW5G6,15min,104.49,104.17,104.55,104.17,551,2021-07-07T20:00:00+00:00
1004,BBG0056JW5G6,15min,104.52,104.2,104.52,104.2,83,2021-07-07T20:15:00+00:00
1005,BBG0056JW5G6,15min,104.5,104.32,104.5,104.32,69,2021-07-07T20:30:00+00:00
1006,BBG0056JW5G6,15min,104.49,104.29,104.96,104.29,14,2021-07-07T20:45:00+00:00
1007,BBG0056JW5G6,15min,104.45,104.3,104.45,104.3,49,2021-07-07T21:00:00+00:00
1008,BBG0056JW5G6,15min,104.45,104.1,104.47,104.1,86,2021-07-07T21:15:00+00:00
1009,BBG0056JW5G6,15min,104.38,104.38,104.38,104.38,16,2021-07-07T21:30:00+00:00
1010,BBG0056JW5G6,15min,104.37,104.37,104.37,104.37,1,2021-07-07T21:45:00+00:00
1011,BBG0056JW5G6,15min,104.21,102.42,104.21,101.78,25,2021-07-08T07:00:00+00:00
1012,BBG0056JW5G6,15min,102.69,102.17,102.89,102.17,11,2021-07-08T07:15:00+00:00
1013,BBG0056JW5G6,15min,103.96,103.96,103.96,103.96,3,2021-07-08T07:30:00+00:00
1014,BBG0056JW5G6,15min,102.18,102.18,102.18,102.18,6,2021-07-08T08:00:00+00:00
1015,BBG0056JW5G6,15min,103.79,103.68,103.79,103.68,2,2021-07-08T08:15:00+00:00
1016,BBG0056JW5G6,15min,102.17,101.0,103.6,101.0,41,2021-07-08T08:30:00+00:00
1017,BBG0056JW5G6,15min,101.0,99.02,101.0,98.0,106,2021-07-08T08:45:00+00:00
1018,BBG0056JW5G6,15min,99.03,100.0,100.0,99.02,16,2021-07-08T09:00:00+00:00
1019,BBG0056JW5G6,15min,100.0,100.0,100.0,100.0,17,2021-07-08T09:15:00+00:00
1020,BBG0056JW5G6,15min,100.0,100.0,100.0,99.55,13,2021-07-08T09:30:00+00:00
1021,BBG0056JW5G6,15min,100.0,100.2,100.2,100.0,22,2021-07-08T09:45:00+00:00
1022,BBG0056JW5G6,15min,101.0,101.0,101.0,101.0,2,2021-07-08T10:00:00+00:00
1023,BBG0056JW5G6,15min,100.0,100.0,100.0,100.0,1,2021-07-08T10:15:00+00:00
1024,BBG0056JW5G6,15min,100.0,100.0,100.0,100.0,1,2021-07-08T10:30:00+00:00
1025,BBG0056JW5G6,15min,100.03,100.98,100.98,100.03,11,2021-07-08T10:45:00+00:00
1026,BBG0056JW5G6,15min,100.98,100.0,100.98,100.0,5,2021-07-08T11:00:00+00:00
1027,BBG0056JW5G6,15min,99.95,100.59,100.97,99.1,15,2021-07-08T11:15:00+00:00
1028,BBG0056JW5G6,15min,101.0,101.0,101.01,100.68,536,2021-07-08T11:30:00+00:00
1029,BBG0056JW5G6,15min,100.86,100.38,100.92,100.38,440,2021-07-08T11:45:00+00:00
1030,BBG0056JW5G6,15min,100.38,100.19,100.38,100.17,273,2021-07-08T12:00:00+00:00
1031,BBG0056JW5G6,15min,100.15,100.54,100.54,100.11,576,2021-07-08T12:15:00+00:00
1032,BBG0056JW5G6,15min,100.31,100.5,100.58,100.31,1032,2021-07-08T12:30:00+00:00
1033,BBG0056JW5G6,15min,100.36,100.5,100.53,100.34,490,2021-07-08T12:45:00+00:00
1034,BBG0056JW5G6,15min,100.46,100.01,100.49,99.96,3172,2021-07-08T13:00:00+00:00
1035,BBG0056JW5G6,15min,100.01,99.96,100.2,99.95,3325,2021-07-08T13:15:00+00:00
1036,BBG0056JW5G6,15min,99.98,100.78,101.5,99.28,29520,2021-07-08T13:30:00+00:00
1037,BBG0056JW5G6,15min,100.69,100.73,100.87,98.98,47537,2021-07-08T13:45:00+00:00
1038,BBG0056JW5G6,15min,100.79,101.9,102.47,100.6,39681,2021-07-08T14:00:00+00:00
1039,BBG0056JW5G6,15min,102.04,103.13,103.27,101.72,22683,2021-07-08T14:15:00+00:00
1040,BBG0056JW5G6,15min,103.3,103.63,103.9,102.72,17617,2021-07-08T14:30:00+00:00
1041,BBG0056JW5G6,15min,103.57,102.5,103.71,102.41,9987,2021-07-08T14:45:00+00:00
1042,BBG0056JW5G6,15min,102.58,103.16,103.44,102.27,11331,2021-07-08T15:00:00+00:00
1043,BBG0056JW5G6,15min,103.11,102.91,103.16,102.74,10602,2021-07-08T15:15:00+00:00
1044,BBG0056JW5G6,15min,102.88,103.17,103.3,102.7,9251,2021-07-08T15:30:00+00:00
1045,BBG0056JW5G6,15min,103.2,103.72,104.05,103.2,8525,2021-07-08T15:45:00+00:00
1046,BBG0056JW5G6,15min,103.75,103.31,103.8,103.23,4702,2021-07-08T16:00:00+00:00
1047,BBG0056JW5G6,15min,103.35,103.57,103.62,103.2,5497,2021-07-08T16:15:00+00:00
1048,BBG0056JW5G6,15min,103.54,104.0,104.13,103.49,5762,2021-07-08T16:30:00+00:00
1049,BBG0056JW5G6,15min,103.99,103.76,104.18,103.73,8161,2021-07-08T16:45:00+00:00
1050,BBG0056JW5G6,15min,103.77,104.02,104.28,103.77,4793,2021-07-08T17:00:00+00:00
1051,BBG0056JW5G6,15min,104.04,104.37,104.4,103.94,4333,2021-07-08T17:15:00+00:00
1052,BBG0056JW5G6,15min,104.39,104.84,105.06,104.39,10996,2021-07-08T17:30:00+00:00
1053,BBG0056JW5G6,15min,104.81,104.93,105.05,104.8,4984,2021-07-08T17:45:00+00:00
1054,BBG0056JW5G6,15min,104.96,105.04,105.15,104.77,6864,2021-07-08T18:00:00+00:00
1055,BBG0056JW5G6,15min,105.06,104.79,105.06,104.68,10602,2021-07-08T18:15:00+00:00
1056,BBG0056JW5G6,15min,104.82,104.95,105.07,104.64,7428,2021-07-08T18:30:00+00:00
1057,BBG0056JW5G6,15min,104.95,104.86,104.95,104.58,7787,2021-07-08T18:45:00+00:00
1058,BBG0056JW5G6,15min,104.77,104.4,105.0,104.4,8493,2021-07-08T19:00:00+00:00
1059,BBG0056JW5G6,15min,104.35,104.21,104.37,104.03,6245,2021-07-08T19:15:00+00:00
1060,BBG0056JW5G6,15min,104.25,104.83,104.83,104.21,10234,2021-07-08T19:30:00+00:00
1061,BBG0056JW5G6,15min,104.89,105.21,105.25,104.44,29990,2021-07-08T19:45:00+00:00
1062,BBG0056JW5G6,15min,105.0,105.18,105.18,104.93,519,2021-07-08T20:00:00+00:00
1063,BBG0056JW5G6,15min,105.01,105.0,105.01,105.0,125,2021-07-08T20:15:00+00:00
1064,BBG0056JW5G6,15min,105.0,105.0,105.0,105.0,1,2021-07-08T20:30:00+00:00
1065,BBG0056JW5G6,15min,104.7,104.7,104.7,104.7,5,2021-07-08T20:45:00+00:00
1066,BBG0056JW5G6,15min,105.0,105.12,105.12,105.0,30,2021-07-08T21:15:00+00:00
1067,BBG0056JW5G6,15min,105.1,105.0,105.1,105.0,3,2021-07-08T21:30:00+00:00
1068,BBG0056JW5G6,15min,104.5,104.5,104.5,104.5,11,2021-07-08T21:45:00+00:00
1069,BBG0056JW5G6,15min,105.0,105.0,105.0,105.0,10,2021-07-08T22:30:00+00:00
1070,BBG0056JW5G6,15min,108.0,105.92,108.0,105.92,2,2021-07-09T07:15:00+00:00
1071,BBG0056JW5G6,15min,105.92,108.99,108.99,105.92,4,2021-07-09T07:30:00+00:00
1072,BBG0056JW5G6,15min,109.0,109.0,109.0,109.0,1,2021-07-09T07:45:00+00:00
1073,BBG0056JW5G6,15min,106.61,106.61,106.61,106.61,2,2021-07-09T08:00:00+00:00
1074,BBG0056JW5G6,15min,106.61,106.61,106.61,106.61,1,2021-07-09T08:15:00+00:00
1075,BBG0056JW5G6,15min,108.99,106.62,108.99,106.62,4,2021-07-09T08:30:00+00:00
1076,BBG0056JW5G6,15min,106.61,108.89,108.89,106.61,2,2021-07-09T09:00:00+00:00
